	id	leg_term	desc	pos_tag	term_root
595	17688770457468657	зураг зүй	газрын гадаргын дүрс, байгаль, түүний зүй тогтол, нийгмийн үзэгдэл, юмсын хоорондын харилцаа хамаарал, учир шалтгааныг шинжлэн дүгнэж, тэдгээрийн цаашдын хувьсал, өөрчлөлтийн чиг хандлага, нийгэм, эдийн засгийн хөгжлийн үзүүлэлтийг харуулсан тодорхой зориулалт, тусгаг, масштаб бүхий газрын зураг, атласыг тоон болон дүрслэлийн аргаар зохиож хэвлэх үйл ажиллагааг	NM	зүй
839	17688770462659443	зэвсэглэл	цэрэг, техник, зэвсэг, цэргийн зориулалт бүхий байгууламжид шууд хөнөөл үзүүлэх, өөрийн цэрэг, техник, байгууламжийг хөнөөлийн хэрэгслээс хамгаалах зориулалт бүхий зэвсэг, техникийн цогцыг	NM	зэвсэглэл
709	17688770459474496	суралцагч	дээд боловсролын тухай хуулийн 151-д заасан этгээдийг	NM	суралцагч
858	17688770462741709	хэрэглэгч	зээлийн мэдээллийн үйлчилгээ үзүүлэх этгээдтэй гэрээ байгуулсны үндсэн дээр мэдээлэл авахыг хүссэн мэдээлэл нийлүүлэгч, иргэн, хуулийн этгээд, зээлдэгчийг	NM	хэрэглэгч
482	17688770456601050	түүхий тос	газрын хэвлийд болон агаарын хэвийн даралт, хэмд шингэн төлөвт орших нүүрс-устөрөгчийн нэгдлийг	NM	тос
239	17688770453027681	үүсмэл орд	олборлолт, боловсруулалт, баяжуулалтын явцад ялгагдсан ашигт малтмалын тодорхой агуулга бүхий дахин боловсруулахад эдийн засгийн үр ашиг гаргаж болохуйц хүдэр, ашигт малтмалын овоолгыг	NM	орд
42	17688770451012703	тээвэрлэлт	автотээврийн хэрэгслээр зорчигч болон ачааг нэг газраас нөгөө газарт шилжүүлэн зөөхтэй холбогдсон ажил, үйлчилгээг	NM	тээвэрлэлт
44	17688770451014966	тээвэрлэгч	тээвэрлэлтийн ажил, үйлчилгээ эрхэлж байгаа этгээдийг	NM	тээвэрлэгч
18	17688770450869520	гүйцэтгэгч	захиалагчтай гэрээ байгуулсны үндсэн дээр авто зам, замын байгууламжийн зураг төсөл, барилга, засвар, арчлалт, техник, технологийн хяналтын ажлыг гүйцэтгэх эрх бүхий хуулийн этгээдийг	NM	гүйцэтгэгч
685	17688770459332601	амьд донор	өөрийн болон хүний эрүүл мэндийг хамгаалах, амь насыг аврахад зориулан эс, эд, эрхтэн болон эрхтний хэсгээ сайн дураар өгөгчийг	NM	донор
697	17688770459331966	бэлгийн эс	эр, эм бэлгийн эсийг	NM	эс
531	17688770457127949	гал түймэр	гал хараа хяналтаас гарч, хүний амь нас, эрүүл мэнд, хувь хүн, хуулийн этгээдийн эд хөрөнгө, байгаль орчин, нийгэмд хохирол учруулахыг	NM	түймэр
163	17688770452319403	ангийн буу	хийц, үзэмж, загвараараа байлдааны зэвсгээс ялгаатай, замагтай бууны хүхээнд нэг, дайзанд дөрвөөс илүүгүй, өөрөө цэнэглэгдэгч /хагас автомат/ бууны хүхээнд нэг, дайзанд таваас илүүгүй сумны багтаамжтай галт зэвсгийг	NM	буу
816	17688770462561927	хуулбарлах	бүтээл, тоглолтын бичлэг, фонограмм, өргөн нэвтрүүлгийг нэг, түүнээс дээш тоогоор шууд болон шууд бусаар, аливаа арга, хэлбэрээр хувилан олшруулахыг, түр болон байнгын байдлаар цахим хэлбэрт хадгалахыг	NM	хуулбарлах
680	17688770459166338	нэхэмжлэгч	хариуцагчаас үүргийн гүйцэтгэлийг шаардах эрх бүхий этгээдийг	NM	нэхэмжлэгч
944	17688770464353345	зөвлөх баг	энэ хуулийн 162-т заасан чиг үүргийг хэрэгжүүлэх орон тооны бус этгээдийг	NM	баг
1015	17688770464989227	тусгаарлах	халдвар авсан байж болзошгүй сэжигтэй хүн, халдвараар бохирлогдсон сэжигтэй гар тээш, ачаа, чингэлэг, тээврийн хэрэгсэл, бараа, шуудангийн илгээмжийг тусгаарлахыг	NM	тусгаарлах
481	17688770456608760	газрын тос	газрын хэвлийд болон агаарын хэвийн даралт, хэмд хатуу, шингэн, хийн төлөвт орших нүүрс-устөрөгчийн нэгдэл /түүхий тос, байгалийн хий/-ийг	NM	тос
434	17688770455849592	тээвэрлэгч	гаалийн хилээр бараа, зорчигч нэвтрүүлэх, эсхүл гаалийн нутаг дэвсгэрт гаалийн хяналт дор тээвэрлэлтийн үйл ажиллагаа эрхэлж буй этгээдийг	NM	тээвэрлэгч
957	17688770464465853	тодруулалт	газрын зурагт үзүүлбэл зохих байгалийн болон хүний үйл ажиллагааны үр дүнд бий болсон объектыг агаарын ба хиймэл дагуулын дүрс, зураглалын бусад мэдээлэл дээр таньж тодорхойлох, кадастрын зурагт илэрхийлэгдэх өгөгдлүүдийг тогтоох геодези, зураг зүйн үйл ажиллагааг	NM	тодруулалт
588	17688770457416465	генийн сан	амьд бие, эрхтэн, эд, эс, өсгөвөр, удамшлын материалын биет болон тоон мэдээллийн сан хөмрөгийг	NM	сан
